record_no,iso_code,geo_reg,year,population,gdp,co2,co2_growth_prct,co2_growth_abs,consumption_co2,trade_co2,trade_co2_share,co2_per_capita,consumption_co2_per_capita,share_global_co2,cumulative_co2,co2_per_gdp,consumption_co2_per_gdp,cement_co2,coal_co2,flaring_co2,gas_co2,oil_co2,other_industry_co2,cement_co2_per_capita,coal_co2_per_capita,flaring_co2_per_capita,gas_co2_per_capita,oil_co2_per_capita
1288,GNQ,Equatorial Guinea,2011,987000,29285787648.0,8.882,29.349,2.015,0.0,0.0,0.0,8.999,0.0,0.026,78.388,0.303,0.0,0.0,0.0,2.29,5.324,1.268,0.0,0.0,0.0,2.32,5.394,1.284
1289,GNQ,Equatorial Guinea,2012,1031000,28326311936.0,7.537000000000001,-15.14,-1.345,0.0,0.0,0.0,7.31,0.0,0.022,85.92399999999998,0.266,0.0,0.0,0.0,1.089,5.136,1.3119999999999998,0.0,0.0,0.0,1.056,4.981,1.273
1304,ERI,Eritrea,2007,2997000,0.0,0.5589999999999999,2.6460000000000004,0.014,0.0,0.0,0.0,0.187,0.0,0.002,9.57,0.0,0.0,0.017,0.0,0.0,0.0,0.542,0.0,0.006,0.0,0.0,0.0,0.181
1305,ERI,Eritrea,2008,3063000,0.0,0.405,-27.532,-0.154,0.0,0.0,0.0,0.132,0.0,0.001,9.976,0.0,0.0,0.017,0.0,0.0,0.0,0.388,0.0,0.006,0.0,0.0,0.0,0.127
1306,ERI,Eritrea,2009,3120000,0.0,0.4970000000000001,22.603,0.092,0.0,0.0,0.0,0.159,0.0,0.002,10.473,0.0,0.0,0.017,0.0,0.0,0.0,0.48,0.0,0.005,0.0,0.0,0.0,0.154
1307,ERI,Eritrea,2010,3170000,0.0,0.4970000000000001,0.005,0.0,0.0,0.0,0.0,0.157,0.0,0.002,10.97,0.0,0.0,0.017,0.0,0.0,0.0,0.48,0.0,0.005,0.0,0.0,0.0,0.151
1308,ERI,Eritrea,2011,3214000,0.0,0.56,12.711,0.063,0.0,0.0,0.0,0.174,0.0,0.002,11.53,0.0,0.0,0.062,0.0,0.0,0.0,0.498,0.0,0.019,0.0,0.0,0.0,0.155
1309,ERI,Eritrea,2012,3250000,0.0,0.618,10.4,0.058,0.0,0.0,0.0,0.19,0.0,0.002,12.148,0.0,0.0,0.087,0.0,0.0,0.0,0.531,0.0,0.027000000000000003,0.0,0.0,0.0,0.163
1324,EST,Estonia,2007,1344000,27692089344.0,19.839,22.394,3.63,21.046,1.208,6.087999999999999,14.761,15.659,0.063,1302.195,0.716,0.76,0.597,14.146,0.0,1.713,3.329,0.053,0.444,10.525,0.0,1.275,2.477
1325,EST,Estonia,2008,1340000,27294081024.0,17.668,-10.941,-2.17,17.714000000000006,0.046,0.259,13.185,13.219,0.055,1319.8629999999996,0.647,0.649,0.603,12.220999999999998,0.0,1.6569999999999998,3.141,0.047,0.45,9.12,0.0,1.236,2.344
1326,EST,Estonia,2009,1336000,25280647168.0,14.339,-18.842,-3.329,14.945,0.606,4.228,10.733,11.187,0.046,1334.2020000000002,0.5670000000000001,0.591,0.257,9.967,0.0,1.196,2.894,0.025,0.192,7.46,0.0,0.895,2.166
1327,EST,Estonia,2010,1332000,25912016896.0,18.785,31.006,4.4460000000000015,17.525,-1.26,-6.706,14.103,13.157,0.057,1352.987,0.725,0.6759999999999999,0.31,14.056,0.0,1.3,3.0810000000000004,0.037000000000000005,0.233,10.553,0.0,0.976,2.313
1328,EST,Estonia,2011,1328000,28530108416.0,18.855,0.374,0.07,19.366,0.511,2.71,14.198,14.583,0.055,1371.842,0.6609999999999999,0.679,0.416,14.07,0.0,1.173,3.156,0.04,0.313,10.595,0.0,0.883,2.376
1329,EST,Estonia,2012,1323000,30716508160.0,17.685,-6.206,-1.17,18.279,0.594,3.358,13.367,13.816,0.051,1389.527,0.5760000000000001,0.595,0.407,12.566,0.0,1.212,3.232,0.269,0.308,9.498,0.0,0.916,2.443
1344,SWZ,Eswatini,2007,1043000,9142899712.0,1.052,3.61,0.037000000000000005,0.0,0.0,0.0,0.0,0.0,0.003,27.399,0.0,0.0,0.0,0.401,0.0,0.0,0.6509999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1345,SWZ,Eswatini,2008,1050000,8832023552.0,1.033,-1.742,-0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.003,28.433000000000003,0.0,0.0,0.0,0.414,0.0,0.0,0.619,0.0,0.0,0.0,0.0,0.0,0.0
1346,SWZ,Eswatini,2009,1057000,9457938432.0,1.074,3.901,0.04,0.0,0.0,0.0,0.0,0.0,0.003,29.506,0.0,0.0,0.0,0.382,0.0,0.0,0.691,0.0,0.0,0.0,0.0,0.0,0.0
1347,SWZ,Eswatini,2010,1065000,10076468224.0,1.015,-5.461,-0.059,0.0,0.0,0.0,0.0,0.0,0.003,30.521,0.0,0.0,0.0,0.369,0.0,0.0,0.6459999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1348,SWZ,Eswatini,2011,1072000,10122930176.0,1.026,1.083,0.011,0.0,0.0,0.0,0.0,0.0,0.003,31.547,0.0,0.0,0.0,0.375,0.0,0.0,0.6509999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1349,SWZ,Eswatini,2012,1079000,11112643584.0,1.1909999999999998,16.070999999999998,0.165,0.0,0.0,0.0,0.0,0.0,0.003,32.738,0.0,0.0,0.0,0.52,0.0,0.0,0.6709999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1364,ETH,Ethiopia,2007,80674000,75917934592.0,5.839,9.825,0.522,8.498,2.658,45.524,0.07200000000000001,0.105,0.019,112.587,0.077,0.112,0.629,0.0,0.0,0.0,5.21,0.0,0.008,0.0,0.0,0.0,0.065
1365,ETH,Ethiopia,2008,82916000,86960791552.0,6.416,9.881,0.5770000000000001,10.013,3.597,56.053,0.077,0.121,0.02,119.004,0.07400000000000001,0.115,0.7040000000000001,0.04,0.0,0.0,5.6720000000000015,0.0,0.008,0.0,0.0,0.0,0.068
1366,ETH,Ethiopia,2009,85234000,84748247040.0,6.455,0.596,0.038,11.202,4.748,73.55199999999998,0.076,0.131,0.021,125.458,0.076,0.132,0.6509999999999999,0.11,0.0,0.0,5.693,0.0,0.008,0.001,0.0,0.0,0.067
1367,ETH,Ethiopia,2010,87640000,97815052288.0,6.3370000000000015,-1.821,-0.118,9.867,3.53,55.7,0.07200000000000001,0.113,0.019,131.795,0.065,0.101,0.632,0.132,0.0,0.0,5.573,0.0,0.006999999999999999,0.002,0.0,0.0,0.064
1368,ETH,Ethiopia,2011,90140000,115000000000.0,7.402,16.804000000000002,1.065,10.308,2.906,39.26300000000001,0.08199999999999999,0.114,0.022,139.197,0.064,0.09,0.7959999999999999,0.451,0.0,0.0,6.1560000000000015,0.0,0.009000000000000001,0.005,0.0,0.0,0.068
1369,ETH,Ethiopia,2012,92727000,127000000000.0,8.11,9.564,0.708,13.787,5.6770000000000005,70.005,0.087,0.149,0.023,147.30700000000004,0.064,0.109,1.358,0.594,0.0,0.0,6.158,0.0,0.015,0.006,0.0,0.0,0.066
1384,notfound,Europe,2007,731939008,0.0,6471.928000000001,-0.74,-48.239,0.0,0.0,0.0,8.833,0.0,20.681,455400.26700000005,0.311,0.0,151.192,2035.777,72.85600000000002,1980.798,2158.689,72.617,0.206,2.779,0.099,2.704,2.946
1385,notfound,Europe,2008,733416000,0.0,6399.411999999998,-1.12,-72.516,0.0,0.0,0.0,8.717,0.0,20.032,461799.679,0.299,0.0,139.737,1961.769,61.014,2007.227,2159.379,70.286,0.19,2.672,0.083,2.734,2.9410000000000003
1386,notfound,Europe,2009,734923008,0.0,5888.331,-7.9860000000000015,-511.081,0.0,0.0,0.0,8.004,0.0,18.714,467688.01,0.285,0.0,112.32,1748.247,59.847,1858.385,2053.399,56.13399999999999,0.153,2.376,0.081,2.526,2.7910000000000004
1387,notfound,Europe,2010,736412992,0.0,6115.876,3.864,227.544,0.0,0.0,0.0,8.296,0.0,18.459,473803.886,0.287,0.0,114.128,1816.719,67.415,2017.27,2039.177,61.166,0.155,2.464,0.091,2.736,2.766
1388,notfound,Europe,2011,737851008,0.0,6035.187,-1.319,-80.689,0.0,0.0,0.0,8.171,0.0,17.642,479839.073,0.272,0.0,116.823,1861.339,70.377,1938.616,1983.791,64.241,0.158,2.52,0.095,2.625,2.6860000000000004
1389,notfound,Europe,2012,739225024,0.0,5981.732,-0.8859999999999999,-53.455,0.0,0.0,0.0,8.083,0.0,17.209,485820.805,0.265,0.0,112.696,1903.252,70.532,1891.572,1941.053,62.628,0.152,2.572,0.095,2.556,2.623
1404,notfound,Europe (excl. EU-27),2007,0,0.0,2764.0290000000005,-0.34,-9.441,0.0,0.0,0.0,9.269,0.0,8.832,207579.54100000003,0.428,0.0,47.87600000000001,799.6030000000002,50.12,1160.507,678.672,27.252,0.161,2.681,0.168,3.892,2.276
1405,notfound,Europe (excl. EU-27),2008,0,0.0,2776.621,0.456,12.591,0.0,0.0,0.0,9.297,0.0,8.692,210356.161,0.402,0.0,43.46100000000001,813.922,38.48,1163.338,690.668,26.752,0.146,2.725,0.129,3.895,2.313
1406,notfound,Europe (excl. EU-27),2009,0,0.0,2555.262,-7.972,-221.358,0.0,0.0,0.0,8.539,0.0,8.121,212911.424,0.402,0.0,33.588,733.456,39.243,1068.089,660.105,20.782,0.112,2.451,0.131,3.569,2.206
1407,notfound,Europe (excl. EU-27),2010,0,0.0,2682.387,4.975,127.124,0.0,0.0,0.0,8.945,0.0,8.096,215593.811,0.397,0.0,37.256,748.091,46.214,1164.911,662.54,23.375,0.124,2.495,0.154,3.885,2.209
1408,notfound,Europe (excl. EU-27),2011,0,0.0,2706.475,0.898,24.088,0.0,0.0,0.0,9.006,0.0,7.911,218300.286,0.369,0.0,41.354,773.421,48.67,1154.261,664.0830000000002,24.686,0.138,2.574,0.162,3.841,2.21
1409,notfound,Europe (excl. EU-27),2012,0,0.0,2728.313,0.807,21.838,0.0,0.0,0.0,9.058,0.0,7.849,221028.598,0.36,0.0,41.587,818.451,48.88399999999999,1125.765,668.4069999999998,25.219,0.138,2.717,0.162,3.737,2.219
1424,notfound,Europe (excl. EU-28),2007,0,0.0,2204.781,-0.053,-1.162,0.0,0.0,0.0,9.313,0.0,7.045,135129.234,0.535,0.0,41.75899999999999,648.98,44.79,964.84,481.475,22.937,0.17600000000000002,2.741,0.189,4.075,2.0340000000000003
1425,notfound,Europe (excl. EU-28),2008,0,0.0,2231.809,1.226,27.028,0.0,0.0,0.0,9.436,0.0,6.9860000000000015,137361.043,0.489,0.0,38.256,674.8689999999998,33.853,961.739,500.446,22.646,0.162,2.853,0.14300000000000002,4.066,2.116
1426,notfound,Europe (excl. EU-28),2009,0,0.0,2060.968,-7.655,-170.84,0.0,0.0,0.0,8.717,0.0,6.55,139422.011,0.499,0.0,29.867,619.387,34.423,881.2760000000002,478.481,17.534000000000002,0.126,2.62,0.146,3.728,2.024
1427,notfound,Europe (excl. EU-28),2010,0,0.0,2170.363,5.308,109.395,0.0,0.0,0.0,9.18,0.0,6.551,141592.374,0.478,0.0,33.464,630.052,41.52,963.881,481.475,19.971,0.142,2.665,0.17600000000000002,4.077,2.037
1428,notfound,Europe (excl. EU-28),2011,0,0.0,2236.6710000000007,3.055,66.308,0.0,0.0,0.0,9.457,0.0,6.5379999999999985,143829.045,0.4370000000000001,0.0,37.257,656.33,44.274,986.76,490.909,21.141,0.158,2.775,0.187,4.172,2.076
1429,notfound,Europe (excl. EU-28),2012,0,0.0,2240.5170000000007,0.172,3.846,0.0,0.0,0.0,9.466,0.0,6.4460000000000015,146069.562,0.424,0.0,37.863,670.434,45.164,968.116,497.17800000000005,21.762,0.16,2.833,0.191,4.09,2.101
1444,FRO,Faeroe Islands,2007,48000,0.0,0.6890000000000001,1.622,0.011,0.0,0.0,0.0,14.351,0.0,0.002,22.306,0.0,0.0,0.0,0.0,0.0,0.0,0.6890000000000001,0.0,0.0,0.0,0.0,0.0,14.351
1445,FRO,Faeroe Islands,2008,48000,0.0,0.63,-8.511000000000001,-0.059,0.0,0.0,0.0,13.129,0.0,0.002,22.937,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,13.129
1446,FRO,Faeroe Islands,2009,48000,0.0,0.575,-8.721,-0.055,0.0,0.0,0.0,11.984000000000002,0.0,0.002,23.512,0.0,0.0,0.0,0.0,0.0,0.0,0.575,0.0,0.0,0.0,0.0,0.0,11.984000000000002
1447,FRO,Faeroe Islands,2010,48000,0.0,0.63,9.554,0.055,0.0,0.0,0.0,13.129,0.0,0.002,24.142,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,13.129
1448,FRO,Faeroe Islands,2011,48000,0.0,0.568,-9.884,-0.062,0.0,0.0,0.0,11.832,0.0,0.002,24.71,0.0,0.0,0.0,0.0,0.0,0.0,0.568,0.0,0.0,0.0,0.0,0.0,11.832
1449,FRO,Faeroe Islands,2012,48000,0.0,0.59,3.871,0.022,0.0,0.0,0.0,12.29,0.0,0.002,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,12.29
1464,FJI,Fiji,2007,836000,0.0,1.141,-5.0139999999999985,-0.06,0.0,0.0,0.0,1.365,0.0,0.004,34.059,0.0,0.0,0.057,0.0,0.0,0.0,1.085,0.0,0.068,0.0,0.0,0.0,1.297
1465,FJI,Fiji,2008,845000,0.0,0.878,-23.081,-0.263,0.0,0.0,0.0,1.039,0.0,0.003,34.937,0.0,0.0,0.053,0.0,0.0,0.0,0.8240000000000001,0.0,0.063,0.0,0.0,0.0,0.976
1466,FJI,Fiji,2009,854000,0.0,0.779,-11.300999999999998,-0.099,0.0,0.0,0.0,0.912,0.0,0.002,35.716,0.0,0.0,0.042,0.0,0.0,0.0,0.736,0.0,0.049,0.0,0.0,0.0,0.862
1467,FJI,Fiji,2010,860000,0.0,1.2009999999999998,54.291,0.423,0.0,0.0,0.0,1.3969999999999998,0.0,0.004,36.917,0.0,0.0,0.062,0.0,0.0,0.004,1.136,0.0,0.07200000000000001,0.0,0.0,0.004,1.321
1468,FJI,Fiji,2011,863000,0.0,1.068,-11.1,-0.133,0.0,0.0,0.0,1.237,0.0,0.003,37.985,0.0,0.0,0.064,0.0,0.0,0.0,1.004,0.0,0.07400000000000001,0.0,0.0,0.0,1.163
1469,FJI,Fiji,2012,865000,0.0,1.041,-2.512,-0.027000000000000003,0.0,0.0,0.0,1.204,0.0,0.003,39.026,0.0,0.0,0.055,0.0,0.0,0.0,0.986,0.0,0.064,0.0,0.0,0.0,1.139
1484,FIN,Finland,2007,5298000,210000000000.0,66.76,-2.375,-1.624,93.823,27.062,40.536,12.601,17.709,0.213,2541.49,0.318,0.447,0.605,30.342,0.081,8.352,26.416,0.965,0.114,5.727,0.015,1.5759999999999998,4.9860000000000015
1485,FIN,Finland,2008,5319000,214000000000.0,58.61,-12.209,-8.151,85.272,26.662,45.49100000000001,11.019,16.032,0.183,2600.1,0.274,0.398,0.62,23.667,0.097,8.573,24.721,0.932,0.117,4.449,0.018000000000000002,1.612,4.648
1486,FIN,Finland,2009,5342000,202000000000.0,55.924,-4.582,-2.685,72.186,16.262,29.078000000000007,10.469,13.513,0.17800000000000002,2656.024000000001,0.277,0.35700000000000004,0.385,22.89,0.075,7.683,24.029,0.862,0.07200000000000001,4.285,0.014,1.4380000000000002,4.498
1487,FIN,Finland,2010,5366000,204000000000.0,64.09899999999999,14.618,8.175,83.056,18.957,29.574,11.945,15.478,0.193,2720.1240000000007,0.314,0.407,0.526,29.137,0.096,8.47,24.951,0.919,0.098,5.43,0.018000000000000002,1.579,4.65
1488,FIN,Finland,2011,5390000,207000000000.0,56.666,-11.597,-7.434,75.816,19.15,33.795,10.513,14.066,0.166,2776.79,0.274,0.366,0.5579999999999999,24.069000000000006,0.08800000000000001,7.433,23.62,0.898,0.103,4.466,0.016,1.379,4.382
1489,FIN,Finland,2012,5415000,210000000000.0,51.222,-9.606,-5.444,72.314,21.092,41.178,9.459,13.354,0.147,2828.012,0.244,0.344,0.4970000000000001,19.583,0.102,6.609,23.607,0.825,0.092,3.616,0.019,1.22,4.36
1504,FRA,France,2007,61869000,2290000000000.0,405.194,-2.5980000000000003,-10.809,555.744,150.549,37.155,6.549,8.982999999999997,1.295,33982.642,0.177,0.243,9.692,60.846,4.625,92.594,232.91,4.527,0.157,0.983,0.075,1.497,3.765
1505,FRA,France,2008,62209000,2300000000000.0,397.725,-1.843,-7.4689999999999985,544.976,147.251,37.023,6.393,8.76,1.245,34380.367,0.173,0.237,9.234,55.756,4.9110000000000005,94.923,228.546,4.354,0.14800000000000002,0.8959999999999999,0.079,1.526,3.674
1506,FRA,France,2009,62543000,2280000000000.0,381.599,-4.055,-16.125999999999998,511.905,130.306,34.147,6.101,8.185,1.213,34761.966,0.16699999999999998,0.225,8.027000000000001,47.949,4.63,93.066,224.099,3.829,0.128,0.767,0.07400000000000001,1.4880000000000002,3.583
1507,FRA,France,2010,62880000,2330000000000.0,389.386,2.041,7.787000000000001,515.696,126.309,32.438,6.193,8.201,1.175,35151.352,0.16699999999999998,0.221,8.215,52.02,4.221,98.308,222.648,3.974,0.131,0.8270000000000001,0.067,1.5630000000000002,3.5410000000000004
1508,FRA,France,2011,63222000,2390000000000.0,362.504,-6.904,-26.882,535.055,172.551,47.6,5.734,8.463,1.06,35513.856,0.152,0.224,8.371,44.58,3.991,86.315,215.047,4.199,0.132,0.705,0.063,1.365,3.401
1509,FRA,France,2012,63564000,2410000000000.0,363.809,0.36,1.305,480.181,116.372,31.987,5.724,7.5539999999999985,1.047,35877.665,0.151,0.199,7.851,49.093,3.402,88.762,210.597,4.104,0.124,0.772,0.054000000000000006,1.396,3.313
1524,PYF,French Polynesia,2007,263000,0.0,0.769,-1.408,-0.011,0.0,0.0,0.0,2.926,0.0,0.002,18.507,0.0,0.0,0.0,0.0,0.0,0.0,0.769,0.0,0.0,0.0,0.0,0.0,2.926
1525,PYF,French Polynesia,2008,264000,0.0,0.795,3.333,0.026,0.0,0.0,0.0,3.012,0.0,0.002,19.302,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,3.012
1526,PYF,French Polynesia,2009,265000,0.0,0.799,0.461,0.004,0.0,0.0,0.0,3.014,0.0,0.003,20.101,0.0,0.0,0.0,0.0,0.0,0.0,0.799,0.0,0.0,0.0,0.0,0.0,3.014
1527,PYF,French Polynesia,2010,266000,0.0,0.8059999999999999,0.917,0.006999999999999999,0.0,0.0,0.0,3.03,0.0,0.002,20.907,0.0,0.0,0.0,0.0,0.0,0.0,0.8059999999999999,0.0,0.0,0.0,0.0,0.0,3.03
1528,PYF,French Polynesia,2011,268000,0.0,0.777,-3.636,-0.029,0.0,0.0,0.0,2.898,0.0,0.002,21.684,0.0,0.0,0.0,0.0,0.0,0.0,0.777,0.0,0.0,0.0,0.0,0.0,2.898
1529,PYF,French Polynesia,2012,269000,0.0,0.755,-2.83,-0.022,0.0,0.0,0.0,2.806,0.0,0.002,22.438,0.0,0.0,0.0,0.0,0.0,0.0,0.755,0.0,0.0,0.0,0.0,0.0,2.806
1544,GAB,Gabon,2007,1473000,23239215104.0,4.089,-1.281,-0.053,0.0,0.0,0.0,2.776,0.0,0.013,195.823,0.17600000000000002,0.0,0.08800000000000001,0.0,2.114,0.311,1.5759999999999998,0.0,0.06,0.0,1.435,0.211,1.07
1545,GAB,Gabon,2008,1519000,27324567552.0,4.162,1.778,0.073,0.0,0.0,0.0,2.74,0.0,0.013,199.985,0.152,0.0,0.08800000000000001,0.0,2.114,0.348,1.612,0.0,0.058,0.0,1.392,0.229,1.061
1546,GAB,Gabon,2009,1569000,17086170112.0,4.2330000000000005,1.7009999999999998,0.071,0.0,0.0,0.0,2.698,0.0,0.013,204.218,0.248,0.0,0.096,0.0,2.116,0.462,1.5590000000000002,0.0,0.061,0.0,1.349,0.294,0.993
1547,GAB,Gabon,2010,1624000,17719605248.0,4.782,12.981,0.5489999999999999,0.0,0.0,0.0,2.945,0.0,0.014,209.0,0.27,0.0,0.085,0.0,2.114,0.619,1.964,0.0,0.052000000000000005,0.0,1.3019999999999998,0.381,1.209
1548,GAB,Gabon,2011,1685000,25867530240.0,4.931,3.109,0.149,0.0,0.0,0.0,2.926,0.0,0.014,213.931,0.191,0.0,0.087,0.0,1.949,0.696,2.198,0.0,0.052000000000000005,0.0,1.157,0.413,1.305
1549,GAB,Gabon,2012,1750000,23581319168.0,5.033,2.075,0.102,0.0,0.0,0.0,2.8760000000000003,0.0,0.014,218.965,0.213,0.0,0.076,0.0,1.931,0.7140000000000001,2.312,0.0,0.043,0.0,1.103,0.408,1.321
1564,GMB,Gambia,2007,1640000,3052989952.0,0.35200000000000004,0.0,0.0,0.0,0.0,0.0,0.214,0.0,0.001,7.76,0.115,0.0,0.0,0.0,0.0,0.004,0.348,0.0,0.0,0.0,0.0,0.002,0.212
1565,GMB,Gambia,2008,1689000,3041220096.0,0.366,4.167,0.015,0.0,0.0,0.0,0.217,0.0,0.001,8.127,0.12,0.0,0.0,0.0,0.0,0.004,0.363,0.0,0.0,0.0,0.0,0.002,0.215
1566,GMB,Gambia,2009,1740000,3081687040.0,0.381,4.0,0.015,0.0,0.0,0.0,0.219,0.0,0.001,8.508,0.124,0.0,0.0,0.0,0.0,0.004,0.377,0.0,0.0,0.0,0.0,0.002,0.217
1567,GMB,Gambia,2010,1793000,3246749952.0,0.4320000000000001,13.462,0.051,0.0,0.0,0.0,0.241,0.0,0.001,8.94,0.133,0.0,0.0,0.0,0.0,0.004,0.429,0.0,0.0,0.0,0.0,0.002,0.239
1568,GMB,Gambia,2011,1848000,3000861952.0,0.447,3.39,0.015,0.0,0.0,0.0,0.242,0.0,0.001,9.387,0.149,0.0,0.0,0.0,0.0,0.004,0.443,0.0,0.0,0.0,0.0,0.002,0.24
1569,GMB,Gambia,2012,1905000,3277040128.0,0.454,1.639,0.006999999999999999,0.0,0.0,0.0,0.238,0.0,0.001,9.842,0.139,0.0,0.0,0.0,0.0,0.004,0.451,0.0,0.0,0.0,0.0,0.002,0.237
1584,GEO,Georgia,2007,4167000,33759279104.0,6.365,4.407,0.269,9.561,3.197,50.222,1.527,2.295,0.02,940.886,0.189,0.28300000000000003,0.173,0.381,0.004,3.287,2.521,0.0,0.041,0.091,0.001,0.789,0.605
1585,GEO,Georgia,2008,4143000,35940102144.0,5.308,-16.6,-1.057,9.137,3.828,72.12,1.281,2.205,0.017,946.195,0.14800000000000002,0.254,0.171,0.454,0.0,2.477,2.206,0.0,0.041,0.11,0.0,0.598,0.532
1586,GEO,Georgia,2009,4119000,38162817024.0,6.135,15.573,0.8270000000000001,7.689,1.554,25.335,1.489,1.867,0.019,952.33,0.161,0.201,0.331,0.51,0.0,2.486,2.8080000000000003,0.0,0.08,0.124,0.0,0.603,0.682
1587,GEO,Georgia,2010,4099000,40677888000.0,6.209,1.209,0.07400000000000001,8.192,1.982,31.929,1.515,1.998,0.019,958.539,0.153,0.201,0.328,0.7979999999999999,0.0,2.322,2.761,0.0,0.08,0.195,0.0,0.5660000000000001,0.674
1588,GEO,Georgia,2011,4081000,44139565056.0,7.8039999999999985,25.682,1.595,9.3,1.497,19.18,1.912,2.279,0.023,966.342,0.177,0.211,0.5670000000000001,1.077,0.0,3.451,2.708,0.0,0.139,0.264,0.0,0.846,0.6629999999999999
1589,GEO,Georgia,2012,4064000,45705986048.0,8.251,5.732,0.447,10.571,2.319,28.111,2.03,2.6010000000000004,0.024,974.593,0.181,0.231,0.5820000000000001,1.18,0.0,3.77,2.719,0.0,0.14300000000000002,0.29,0.0,0.928,0.669
1604,DEU,Germany,2007,81278000,3370000000000.0,851.383,-3.031,-26.614,1020.165,168.78099999999995,19.824,10.475,12.552,2.721,82414.13,0.253,0.303,14.449000000000002,379.385,2.988,174.43400000000003,270.913,9.214,0.17800000000000002,4.668,0.037000000000000005,2.146,3.333
1605,DEU,Germany,2008,81066000,3390000000000.0,854.706,0.39,3.323,1010.502,155.795,18.228,10.543,12.465,2.675,83268.836,0.252,0.298,13.579,356.219,2.944,179.787,293.071,9.107,0.16699999999999998,4.394,0.036000000000000004,2.218,3.615
1606,DEU,Germany,2009,80900000,3230000000000.0,790.196,-7.547999999999999,-64.51100000000001,930.054,139.858,17.699,9.768,11.496,2.511,84059.03199999999,0.245,0.28800000000000003,12.559,317.946,2.575,167.53,281.881,7.705,0.155,3.93,0.032,2.071,3.484
1607,DEU,Germany,2010,80827000,3370000000000.0,832.67,5.375,42.474,976.39,143.72,17.26,10.302,12.08,2.513,84891.70199999999,0.247,0.29,12.431,343.44699999999995,2.5810000000000004,183.88,282.071,8.259,0.154,4.249,0.032,2.275,3.49
1608,DEU,Germany,2011,80856000,3520000000000.0,809.427,-2.7910000000000004,-23.243,976.1,166.673,20.592,10.011,12.072,2.366,85701.129,0.23,0.277,13.393,344.696,2.673,168.50599999999997,271.515,8.644,0.166,4.263,0.033,2.084,3.358
1609,DEU,Germany,2012,80973000,3530000000000.0,813.893,0.552,4.466,920.509,106.616,13.1,10.051,11.368,2.341,86515.022,0.231,0.261,13.289,349.767,2.657,167.997,271.858,8.326,0.16399999999999998,4.32,0.033,2.075,3.357
1624,GHA,Ghana,2007,22964000,53204865024.0,9.619,5.0139999999999985,0.459,15.045,5.426,56.407,0.419,0.655,0.031,194.704,0.181,0.28300000000000003,0.6970000000000001,0.0,0.0,0.0,8.922,0.0,0.03,0.0,0.0,0.0,0.389
1625,GHA,Ghana,2008,23564000,59184271360.0,8.926,-7.209,-0.693,14.972,6.046,67.735,0.379,0.635,0.028,203.63,0.151,0.253,0.693,0.0,0.0,0.0,8.232999999999999,0.0,0.029,0.0,0.0,0.0,0.349
1626,GHA,Ghana,2009,24171000,58044080128.0,7.497999999999998,-15.999,-1.4280000000000002,12.848,5.35,71.35600000000002,0.31,0.532,0.024,211.128,0.129,0.221,0.693,0.0,0.0,0.011,6.792999999999998,0.0,0.029,0.0,0.0,0.0,0.281
1627,GHA,Ghana,2010,24780000,62670295040.0,9.711,29.514,2.213,14.707,4.996,51.44600000000001,0.392,0.593,0.029,220.838,0.155,0.235,0.8109999999999999,0.0,0.0,0.81,8.09,0.0,0.033,0.0,0.0,0.033,0.326
1628,GHA,Ghana,2011,25388000,78460420096.0,11.226,15.607,1.516,18.269,7.042999999999998,62.733,0.442,0.72,0.033,232.065,0.14300000000000002,0.233,0.956,0.0,0.0,1.5830000000000002,8.686,0.0,0.038,0.0,0.0,0.062,0.342
1629,GHA,Ghana,2012,25996000,90200662016.0,14.316,27.526,3.09,22.338,8.022,56.035,0.551,0.8590000000000001,0.041,246.381,0.159,0.248,1.76,0.0,0.0,0.802,11.754,0.0,0.068,0.0,0.0,0.031,0.452
1644,GRC,Greece,2007,11120000,311000000000.0,114.592,1.885,2.12,98.643,-15.95,-13.919,10.305,8.871,0.366,3003.476,0.368,0.317,6.407,45.19300000000001,0.005,7.808,54.11600000000001,1.065,0.5760000000000001,4.064,0.0,0.7020000000000001,4.867
1645,GRC,Greece,2008,11040000,322000000000.0,111.125,-3.026,-3.467,99.537,-11.589,-10.428,10.066,9.016,0.348,3114.601,0.345,0.309,6.0539999999999985,43.285,0.004,8.109,52.769,0.904,0.5479999999999999,3.921,0.0,0.735,4.78
1646,GRC,Greece,2009,10959000,320000000000.0,104.355,-6.093,-6.77,111.105,6.75,6.468,9.522,10.138,0.332,3218.956,0.326,0.34700000000000003,4.582,42.243,0.004,6.622999999999998,50.163,0.74,0.418,3.855,0.0,0.604,4.577
